CHAT: Mar 30 20:36:20 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.11.187.100:60595", id = 3} said "it kicked me off wtf" to all
CHAT: Apr 01 21:53:07 {name  = "Westwood", ucid = "94bd6232163ba0ab7186bf10f133636f", ip = "93.141.38.112:50222", id = 7} said "oh, hi!" to all
CHAT: Apr 01 21:53:07 {name  = "Wolf 2-3 | Pixy", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:51192", id = 36} said "from yesterday" to all
CHAT: Apr 01 21:53:15 {name  = "Wolf 2-3 | Pixy", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:51192", id = 36} said "ready for round 2? haha" to all
CHAT: Apr 01 21:53:23 {name  = "Westwood", ucid = "94bd6232163ba0ab7186bf10f133636f", ip = "93.141.38.112:50222", id = 7} said "sure" to all
CHAT: Apr 01 21:58:39 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "hey guv" to all
CHAT: Apr 01 21:58:49 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "elints still there" to all
CHAT: Apr 01 21:58:50 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "xdd" to all
CHAT: Apr 01 21:58:54 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:64186", id = 9} said "hey now" to all
CHAT: Apr 01 21:59:11 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:64186", id = 9} said "thats weird oh well" to all
CHAT: Apr 01 22:00:40 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "man this abrahams" to all
CHAT: Apr 01 22:00:44 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "jeeez" to all
CHAT: Apr 01 22:01:50 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "and i m stupid" to all
CHAT: Apr 01 22:03:59 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "oo" to all
CHAT: Apr 01 22:04:03 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "ur ELINT is fifne now" to all
CHAT: Apr 01 22:04:04 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "wtf" to all
CHAT: Apr 01 22:04:06 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "fine*" to all
CHAT: Apr 01 22:04:10 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "under belly" to all
CHAT: Apr 01 22:05:13 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:64186", id = 9} said "yea i put it there now but man the one ur talking about it was 8.200 position and i changed it to" to all
CHAT: Apr 01 22:05:21 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "ayyy" to all
CHAT: Apr 01 22:05:27 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:64186", id = 9} said "9.900 and is still in same place is weird" to all
CHAT: Apr 01 22:06:12 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:64186", id = 9} said "now i placed it in belly but wont be able to use extra fuel" to all
CHAT: Apr 01 22:06:43 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:61364", id = 2} said "sad" to all
CHAT: Apr 01 22:14:04 {name  = "-=Showtime=-", ucid = "27d1cf2c98ed8f425662a2fe91566769", ip = "81.170.194.225:51910", id = 16} said "gg hornet" to all
CHAT: Apr 01 22:16:36 {name  = "yugo 45", ucid = "a20696697af664423b39b6d66f9e3b57", ip = "174.119.144.167:55734", id = 5} said "get him mackan i got no ammo" to all
CHAT: Apr 01 22:16:39 {name  = "yugo 45", ucid = "a20696697af664423b39b6d66f9e3b57", ip = "174.119.144.167:55734", id = 5} said "or fuel" to all
CHAT: Apr 01 22:16:51 {name  = "yugo 45", ucid = "a20696697af664423b39b6d66f9e3b57", ip = "174.119.144.167:55734", id = 5} said "gk" to all
CHAT: Apr 01 22:20:34 {name  = "Pwnguin13", ucid = "91d721a928ecfeb3b742d0a830f25e20", ip = "37.201.119.73:13304", id = 24} said "come to my side f16" to all
CHAT: Apr 01 22:24:07 {name  = "Pwnguin13", ucid = "91d721a928ecfeb3b742d0a830f25e20", ip = "37.201.119.73:13304", id = 24} said "<3" to all
CHAT: Apr 01 22:24:22 {name  = "Westwood", ucid = "94bd6232163ba0ab7186bf10f133636f", ip = "93.141.38.112:50222", id = 7} said "rtb" to all
CHAT: Apr 01 23:03:58 {name  = "FoxIndia", ucid = "e31252fccbf8dd01ae8aa8c4bb53121d", ip = "86.67.56.248:51036", id = 6} said "the F18 consumes way too much, you don't have a tip? yet I fly at 300 knots at 25,000 feet" to all
CHAT: Apr 01 23:34:23 {name  = "Scarecrow", ucid = "5eef2b3d186207a89199e9b0ed1f40cd", ip = "96.31.207.65:49980", id = 2} said "nice" to all
CHAT: Apr 01 23:40:22 {name  = "Pwnguin13", ucid = "91d721a928ecfeb3b742d0a830f25e20", ip = "37.201.119.73:13304", id = 24} said ":(" to all
TEAM HIT: Apr 02 00:09:02 {players = {1 = {name  = "ammargov", ucid = "905b09f7866cc331c91c1980f4320aa9", ip = "176.135.129.248:51661", id = 14}1 = {name = L 7 M with kamikaze
TEAM HIT: Apr 02 00:09:03 {players = {1 = {name  = "ammargov", ucid = "905b09f7866cc331c91c1980f4320aa9", ip = "176.135.129.248:51661", id = 14}1 = {name = L 7 M with kamikaze
TEAM HIT: Apr 02 00:09:03 {players = {1 = {name  = "L 7 M", ucid = "18065d1707d87fa2ea5369db098ef378", ip = "213.139.53.211:49324", id = 18}1 = {name = ammargov with kamikaze
TEAM KILL: Apr 02 00:09:03 {players = {1 = {name  = "L 7 M", ucid = "18065d1707d87fa2ea5369db098ef378", ip = "nil", id = 18}1 = {name = ammargov with kamikaze
TEAM KILL: Apr 02 00:09:11 {players = {1 = {name  = "ammargov", ucid = "905b09f7866cc331c91c1980f4320aa9", ip = "nil", id = 14}1 = {name = L 7 M with kamikaze
CHAT: Apr 02 00:09:34 {name  = "Marlowe", ucid = "7053930a9189ebababc64ddf9ad65046", ip = "200.110.184.147:59573", id = 2} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Rider 9-8 | Bacon", ucid = "848ca160a6a6b700f86721da6aa6c956", ip = "66.67.68.16:60974", id = 3} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "WingZero81", ucid = "be72b023d12ac48141062a6fc5f2bdb7", ip = "141.135.157.60:62992", id = 4} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "yugo 45", ucid = "a20696697af664423b39b6d66f9e3b57", ip = "174.119.144.167:55734", id = 5} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "War Dog", ucid = "0d025d76e62f79678e3f0b68c3267872", ip = "181.46.164.48:23391", id = 6} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "TemP", ucid = "785084d0a340dd16cd81c1815c975985", ip = "186.48.99.45:49963", id = 7} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Oerlikon", ucid = "c536fdf213cea7d5839775d8a4885598", ip = "45.94.141.45:53831", id = 8} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "141st | TheMooseMarauder", ucid = "3ea9e4b157e1b3ad5686444ff5199780", ip = "96.35.84.97:51882", id = 9} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Kattmeister", ucid = "5d9ebfa69d5b44459ac8390961cb55fe", ip = "185.52.182.122:50784", id = 10} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "141st | TheGopnikTsar", ucid = "7e5b698c63eb6cbc44d09dc7b05d126e", ip = "35.133.45.25:63568", id = 11} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Jumpy 1-1 | Johnny", ucid = "0e681262f152632b227a7e5d3e188e32", ip = "76.184.173.12:63605", id = 12} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "[224]NavaXXVII", ucid = "c37f13a7dde8acf3c95525a377ae7330", ip = "93.115.242.119:57570", id = 13} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "ammargov", ucid = "905b09f7866cc331c91c1980f4320aa9", ip = "176.135.129.248:51661", id = 14} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Lancer 1-2| Meledus", ucid = "cd6d07ced8ad2a89e3012172aa7805c3", ip = "66.189.76.237:50298", id = 15} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Leeroy", ucid = "9a7308fa239dcf2ad9a03cd74609dd7f", ip = "200.110.186.226:57033", id = 16} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "L 7 M", ucid = "18065d1707d87fa2ea5369db098ef378", ip = "213.139.53.211:49324", id = 18} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "knife", ucid = "be2d440090b1dd8b592ed68aa8ce0253", ip = "147.219.164.10:58861", id = 20} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Pwnguin13", ucid = "91d721a928ecfeb3b742d0a830f25e20", ip = "37.201.119.73:13304", id = 24} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
CHAT: Apr 02 00:09:34 {name  = "Wolf 2-3 | Pixy", ucid = "6d7a749edef2f54737d29633ea341f85", ip = "68.57.209.207:51192", id = 36} said "SLMOD INFO: Player "L 7 M" is getting autokicked back to spectator" to all
TEAM HIT: Apr 02 00:14:17 {players = {1 = {name  = "141st | TheMooseMarauder", ucid = "3ea9e4b157e1b3ad5686444ff5199780", ip = "96.35.84.97:51882", id = 9}1 = {name = 10_WEST_CVN72 with F/A-18C Lot 20
TEAM HIT: Apr 02 00:16:59 {players = {1 = {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17}1 = {name = NORTH_CVN_2 with F/A-18C Lot 20
TEAM HIT: Apr 02 00:40:55 {players = {1 = {name  = "knife", ucid = "be2d440090b1dd8b592ed68aa8ce0253", ip = "147.219.164.10:58861", id = 20}1 = {name = Wounded Pilot #2981 with kamikaze
TEAM HIT: Apr 02 00:40:55 {players = {1 = {name  = "knife", ucid = "be2d440090b1dd8b592ed68aa8ce0253", ip = "147.219.164.10:58861", id = 20}1 = {name = Wounded Pilot #2980 with kamikaze
TEAM KILL: Apr 02 00:40:57 {players = {1 = {name  = "knife", ucid = "be2d440090b1dd8b592ed68aa8ce0253", ip = "nil", id = 20}1 = {name = Wounded Pilot #2980 with kamikaze
TEAM KILL: Apr 02 00:40:57 {players = {1 = {name  = "knife", ucid = "be2d440090b1dd8b592ed68aa8ce0253", ip = "nil", id = 20}1 = {name = Wounded Pilot #2981 with kamikaze
TEAM HIT: Apr 02 00:42:25 {players = {1 = {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17}1 = {name = BLUE ADM with AGM-84D
TEAM HIT: Apr 02 01:05:56 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "185.169.255.19:53776", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM HIT: Apr 02 01:05:57 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "185.169.255.19:53776", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM HIT: Apr 02 01:06:23 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "185.169.255.19:53776", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM HIT: Apr 02 01:06:23 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "185.169.255.19:53776", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM HIT: Apr 02 01:06:23 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "185.169.255.19:53776", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM KILL: Apr 02 01:06:39 {players = {1 = {name  = "Viper", ucid = "1093289d385c8b1f090f4411da5be8eb", ip = "nil", id = 24}1 = {name = TANKER_NORTH_KC130#001-01 with M-61A1
TEAM HIT: Apr 02 01:11:39 {players = {1 = {name  = "141st | TheMooseMarauder", ucid = "3ea9e4b157e1b3ad5686444ff5199780", ip = "96.35.84.97:51882", id = 9}1 = {name = 141st | TheGopnikTsar with Mk-84
TEAM HIT: Apr 02 01:11:58 {players = {1 = {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17}1 = {name = 141st | TheGopnikTsar with AIM_54C_Mk47
CHAT: Apr 02 01:12:48 {name  = "Hamlet 1-1 | Admr_Grav", ucid = "6714e537992192b171de59ed33cb5879", ip = "161.38.144.128:52310", id = 25} said "Huh, killed myself with Guns" to all
CHAT: Apr 02 01:24:05 {name  = "Hamlet 1-1 | Admr_Grav", ucid = "6714e537992192b171de59ed33cb5879", ip = "161.38.144.128:63658", id = 2} said "Well Done!" to all
CHAT: Apr 02 01:33:31 {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17} said "Inbound to land at anapa" to all
TEAM HIT: Apr 02 02:06:59 {players = {1 = {name  = "PromDate", ucid = "7b9be11143ce7341f9e7e78c6d5e4a2f", ip = "109.152.192.35:55640", id = 3}1 = {name = OM with F/A-18C Lot 20
TEAM HIT: Apr 02 02:06:59 {players = {1 = {name  = "OM", ucid = "684df306fe9a985d0eabec59bca75d70", ip = "89.221.226.213:58295", id = 21}1 = {name = PromDate with kamikaze
TEAM KILL: Apr 02 02:06:59 {players = {1 = {name  = "OM", ucid = "684df306fe9a985d0eabec59bca75d70", ip = "nil", id = 21}1 = {name = PromDate with kamikaze
CHAT: Apr 02 02:07:07 {name  = "Hamlet 1-1 | Admr_Grav", ucid = "6714e537992192b171de59ed33cb5879", ip = "161.38.144.128:63658", id = 2} said "Well Done!" to all
CHAT: Apr 02 02:07:12 {name  = "OM", ucid = "684df306fe9a985d0eabec59bca75d70", ip = "89.221.226.213:58295", id = 21} said "sorry" to all
CHAT: Apr 02 02:07:26 {name  = "141st | TheGopnikTsar", ucid = "7e5b698c63eb6cbc44d09dc7b05d126e", ip = "35.133.45.25:64145", id = 5} said "-forgive" to all (output suppressed by Slmod)
CHAT: Apr 02 02:07:26 {name  = "Hamlet 1-1 | Admr_Grav", ucid = "6714e537992192b171de59ed33cb5879", ip = "161.38.144.128:63658", id = 2} said "Crater on the MAIN RUNWAY" to all
CHAT: Apr 02 02:07:54 {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17} said "east or west end" to all
CHAT: Apr 02 02:10:07 {name  = "OM", ucid = "684df306fe9a985d0eabec59bca75d70", ip = "89.221.226.213:58295", id = 21} said "east side crater" to all
CHAT: Apr 02 02:10:18 {name  = "141st | FlyAround5", ucid = "ac248fd4f85e57b99336dd1d83adf8ae", ip = "100.36.205.3:54847", id = 17} said "k" to all
CHAT: Apr 02 02:11:40 {name  = "SteelxWolf", ucid = "c324da022ff7dc0de45fec8e11a9886e", ip = "98.118.162.214:50692", id = 26} said "frogfoot on Anapa runway, respawn pls" to all
CHAT: Apr 02 02:16:23 {name  = "Hamlet 1-1 | Admr_Grav", ucid = "6714e537992192b171de59ed33cb5879", ip = "161.38.144.128:63658", id = 2} said "Don't just sit there onn the Runway and Repair. Switch to Specator and Back to your aircraft." to all
CHAT: Apr 02 03:29:24 {name  = "STRIKER 45", ucid = "195cc5412bf72686f999063e45e316f5", ip = "50.5.54.84:52042", id = 5} said "anyone bringing sead for kras ?" to all
TEAM HIT: Apr 02 03:32:10 {players = {1 = {name  = "Lancer 1-2| Meledus", ucid = "cd6d07ced8ad2a89e3012172aa7805c3", ip = "66.189.76.237:50542", id = 9}1 = {name = Rider 9-8 | Bacon with F/A-18C Lot 20
TEAM KILL: Apr 02 03:32:48 {players = {1 = {name  = "Lancer 1-2| Meledus", ucid = "cd6d07ced8ad2a89e3012172aa7805c3", ip = "nil", id = 9}1 = {name = Rider 9-8 | Bacon with F/A-18C Lot 20
CHAT: Apr 02 03:37:07 {name  = "STRIKER 45", ucid = "195cc5412bf72686f999063e45e316f5", ip = "50.5.54.84:52042", id = 5} said "so no sead then.... OK..." to all
CHAT: Apr 02 04:18:07 {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 02 04:18:36 {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4} said "-slmod" to all
CHAT: Apr 02 04:30:41 {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4} said "you guys practicing on the cv71" to all
CHAT: Apr 02 04:30:47 {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4} said "are u on any srs freq?" to all
TEAM HIT: Apr 02 04:51:31 {players = {1 = {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4}1 = {name = 10_THEODORE_CVN71 with kamikaze
TEAM HIT: Apr 02 04:51:31 {players = {1 = {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4}1 = {name = 10_THEODORE_CVN71 with kamikaze
TEAM HIT: Apr 02 06:09:47 {players = {1 = {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "186.159.152.195:52237", id = 4}1 = {name = TANKER130_BLUE#001-01 with AIM_54C_Mk47
TEAM KILL: Apr 02 06:10:12 {players = {1 = {name  = "vyrus 1-1", ucid = "50da7ff50de3a1170d1697a7936c7ade", ip = "nil", id = 4}1 = {name = TANKER130_BLUE#001-01 with AIM_54C_Mk47
TEAM HIT: Apr 02 09:33:52 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with M-61
TEAM HIT: Apr 02 09:33:53 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with M-61
TEAM HIT: Apr 02 09:33:53 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with M-61
TEAM HIT: Apr 02 09:34:55 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with M-61
TEAM HIT: Apr 02 09:34:55 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with kamikaze
TEAM KILL: Apr 02 09:36:50 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "nil", id = 4}1 = {name = paul thunderbutt with kamikaze
TEAM HIT: Apr 02 10:08:34 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4}1 = {name = paul thunderbutt with AIM-120C
TEAM KILL: Apr 02 10:09:00 {players = {1 = {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "nil", id = 4}1 = {name = paul thunderbutt with AIM-120C
CHAT: Apr 02 10:09:31 {name  = "Death Playmate", ucid = "fbe434638d88a3e4c8520bfb0d9c53a6", ip = "77.185.99.56:51949", id = 2} said "SLMOD INFO: Player "Thor" is getting autokicked back to spectator" to all
CHAT: Apr 02 10:09:31 {name  = "Vinny", ucid = "957cf29b31771861848e499250132e7d", ip = "78.113.123.13:62639", id = 3} said "SLMOD INFO: Player "Thor" is getting autokicked back to spectator" to all
CHAT: Apr 02 10:09:31 {name  = "Thor", ucid = "aa95dbd3303a0636d2b0fdd8f9f9bc11", ip = "74.50.156.111:58484", id = 4} said "SLMOD INFO: Player "Thor" is getting autokicked back to spectator" to all
CHAT: Apr 02 10:09:31 {name  = "paul thunderbutt", ucid = "365018191368f10ee5368f7520d2a66c", ip = "64.90.156.117:57375", id = 5} said "SLMOD INFO: Player "Thor" is getting autokicked back to spectator" to all
CHAT: Apr 02 13:10:04 {name  = "Striker 2-1│ DingDong", ucid = "a744aa6ca99d1bf9325adb393b72b9b5", ip = "86.135.119.192:64415", id = 8} said "dont look in your controls before you sort trim out" to all
CHAT: Apr 02 13:32:02 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "good day lads hows it going? :)" to all
CHAT: Apr 02 13:35:51 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "why do i always brake some thing on take off *sigh*" to all
CHAT: Apr 02 13:36:39 {name  = "Striker 2-1│ DingDong", ucid = "a744aa6ca99d1bf9325adb393b72b9b5", ip = "86.135.119.192:64415", id = 8} said "hahah take it a bit smoother" to all
CHAT: Apr 02 13:37:53 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "well i take it easy on takeoff but somehow i still hit a light/beacon on the side of the taxiway" to all
CHAT: Apr 02 13:37:57 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "or runway" to all
CHAT: Apr 02 13:40:08 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "but thanks to it im getting the hang of starting my engns and that stuf 
xD" to all
CHAT: Apr 02 13:43:35 {name  = "Striker 2-1│ DingDong", ucid = "a744aa6ca99d1bf9325adb393b72b9b5", ip = "86.135.119.192:64415", id = 8} said "ffs was pressing the wrong buttom" to all
CHAT: Apr 02 13:43:46 {name  = "Striker 2-1│ DingDong", ucid = "a744aa6ca99d1bf9325adb393b72b9b5", ip = "86.135.119.192:64415", id = 8} said "pressed weapon switch not countermeasures" to all
CHAT: Apr 02 13:44:03 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "dam xD" to all
CHAT: Apr 02 13:47:11 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "... ummm hey there chris hows ya dayy?" to all
CHAT: Apr 02 13:49:57 {name  = "Chris", ucid = "074ee6cebe1b4f20d443c7b063e4b14a", ip = "217.244.228.118:60080", id = 11} said "I forgot to equip my fueltanks so I needed to rtb" to all
CHAT: Apr 02 13:50:02 {name  = "Chris", ucid = "074ee6cebe1b4f20d443c7b063e4b14a", ip = "217.244.228.118:60080", id = 11} said "shit happens :D" to all
CHAT: Apr 02 13:50:18 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "ay well im stuck in the dirt xD" to all
CHAT: Apr 02 13:50:41 {name  = "Chris", ucid = "074ee6cebe1b4f20d443c7b063e4b14a", ip = "217.244.228.118:60080", id = 11} said ":D" to all
CHAT: Apr 02 13:50:53 {name  = "FireStorm", ucid = "42f868903330321380bbb0ec88f9bef0", ip = "80.208.65.163:2189", id = 15} said "so yes shit happpens xD" to all
TEAM HIT: Apr 02 13:57:06 {players = {1 = {name  = "E8 JP", ucid = "5af5d1f650863495d6a90971a3beb850", ip = "114.188.210.216:63775", id = 5}1 = {name = BSoD with AIM-120C
CHAT: Apr 02 13:57:23 {name  = "BSoD", ucid = "4b34a298102baeb714bcd893f61abf5d", ip = "82.64.99.213:49980", id = 19} said "wtf" to all
CHAT: Apr 02 13:57:52 {name  = "Head Doctor", ucid = "4423203107fe29a170ad592bb181d17f", ip = "168.194.160.227:30903", id = 10} said "The guy arrived late for the A10 party and did not IFF" to all
TEAM KILL: Apr 02 13:58:32 {players = {1 = {name  = "E8 JP", ucid = "5af5d1f650863495d6a90971a3beb850", ip = "nil", id = 5}1 = {name = BSoD with AIM-120C
CHAT: Apr 02 13:58:55 {name  = "BSoD", ucid = "4b34a298102baeb714bcd893f61abf5d", ip = "82.64.99.213:49980", id = 19} said "-punish" to all (output suppressed by Slmod)
CHAT: Apr 02 13:58:55 {name  = "Wolfman", ucid = "76dad95afa50b525b3d61b76d38cbc1c", ip = "177.37.84.170:61958", id = 3} said "SLMOD INFO: Player "E8 JP" is getting autokicked back to spectator" to all
CHAT: Apr 02 13:58:55 {name  = "FlyingPadre", ucid = "2f94375f60816f6813e0edab3dedc320", ip = "81.51.244.133:59717", id = 4} said "SLMOD INFO: Player "E8 JP" is getting autokicked back to spectator" to all
CHAT: Apr 02 13:58:55 {name  = "E8 JP", ucid = "5af5d1f650863495d6a90971a3beb850", ip = "114.188.210.216:63775", id = 5} said "SLMOD INFO: Player "E8 JP" is getting autokicked back to spectator" to all
CHAT: Apr 02 13:58:55 {name  = "Desert Rat", ucid = "f500ebafb8663005515873d1a8c4cbe5", ip = "91.97.121.5:54056", id = 6} said "SLMOD INFO: Player "E8 JP" is getting autokicked back to spectator" to all
CHAT: Apr 02 13:58:55 {name  = "Jigger", ucid = "a306f7ddaa9d6bf77323b7ab22582853", ip = "65.185.38.71:49488", id = 7} said "SLMOD INFO: Player "E8 JP" is getting autokicked back to spectator" to all
