CHAT: Apr 18 06:54:07 {name  = "AstroWing", ucid = "e58d630cb197508be8faf521b0e12c9a", ip = "173.238.165.166:49867", id = 7} said "game crashed lol" to all
CHAT: Apr 18 15:57:49 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "IFF?" to all
CHAT: Apr 18 15:57:54 {name  = "Peppers", ucid = "8455705d97f7858127ac6b93d5d2349e", ip = "212.237.135.11:17274", id = 31} said "Sorry! iff mistake" to all
CHAT: Apr 18 15:57:59 {name  = "Eagle 1-2", ucid = "0172c43ea3a99aa0d964515f16fdcda6", ip = "100.1.75.247:52551", id = 6} said "Whats the bind to turn off awacs?" to all
CHAT: Apr 18 15:58:11 {name  = "Zootus 1-1 | dazislost", ucid = "ee6112eb8deca08ed7583eb5faa84d8e", ip = "92.40.194.147:33678", id = 8} said "rshift m" to all
TEAM KILL: Apr 18 15:58:52 {players = {1 = {name  = "Peppers", ucid = "8455705d97f7858127ac6b93d5d2349e", ip = "nil", id = 31}1 = {name = ImperfeKt [IN] with R-27ET (AA-10 Alamo D)
CHAT: Apr 18 15:59:15 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "check next with radar on whom you have locked on." to all
CHAT: Apr 18 15:59:26 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "-forgive" to all (output suppressed by Slmod)
CHAT: Apr 18 16:00:11 {name  = "Peppers", ucid = "8455705d97f7858127ac6b93d5d2349e", ip = "212.237.135.11:17274", id = 31} said "wilco. I'm really sorry" to all
CHAT: Apr 18 16:01:10 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "it's fine. you and I both are here just for having fun. so enjoy :)" to all
CHAT: Apr 18 16:15:50 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "how do i get this fucking tanker to extend his basket" to all
CHAT: Apr 18 16:16:00 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "say please" to all
CHAT: Apr 18 16:22:46 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "if i harrass he may give fuel" to all
CHAT: Apr 18 16:22:51 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "F2 me lol" to all
TEAM HIT: Apr 18 16:25:54 {players = {1 = {name  = "Eagle 1-2", ucid = "0172c43ea3a99aa0d964515f16fdcda6", ip = "100.1.75.247:52551", id = 6}1 = {name = Falcon-1-1 with AIM-120C-5
TEAM KILL: Apr 18 16:27:09 {players = {1 = {name  = "Eagle 1-2", ucid = "0172c43ea3a99aa0d964515f16fdcda6", ip = "nil", id = 6}1 = {name = Falcon-1-1 with AIM-120C-5
