CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
CHAT: Mar 01 13:41:37 {name  = "Rem", ucid = "56d5d137bd6b90619a1e5c59d73cf7d1", ip = "82.64.41.60:60897", id = 19} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "TahTawi", ucid = "6e4bd5eee1da2e9871435d6a49a31b1d", ip = "195.85.244.162:60205", id = 21} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "Cobra 101 | GreenDotSpeed", ucid = "c39f77d62f6c9e41049c09f8c227d2da", ip = "176.202.105.236:46527", id = 22} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "Hugo", ucid = "a3ad37900d967006903ec5313bf5a04e", ip = "95.103.130.70:58178", id = 26} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:41:37 {name  = "GORING", ucid = "1121bf6f68bffecb6a3c2da845a5e93a", ip = "37.48.13.43:32906", id = 29} said "SLMOD INFO: Player "Rem" is getting autokicked back to spectator" to all
CHAT: Mar 01 13:42:12 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "gs" to all
CHAT: Mar 01 13:42:20 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "splash 1" to all
CHAT: Mar 01 13:42:27 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "rgr" to all
CHAT: Mar 01 13:42:40 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "\nice" to all
CHAT: Mar 01 13:43:38 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "splash 2" to all
CHAT: Mar 01 13:43:48 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "area clear" to all
CHAT: Mar 01 13:45:37 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "tpod errr" to all
CHAT: Mar 01 13:46:36 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "maykop done" to all
CHAT: Mar 01 13:47:12 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "copy.  Headed to Krymsk next" to all
CHAT: Mar 01 13:49:03 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "sochi, t/o rwy 06" to all
CHAT: Mar 01 13:51:27 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "l
o fuel landing" to all
CHAT: Mar 01 13:51:38 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "no" to all
CHAT: Mar 01 13:52:34 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "ran out on land" to all
CHAT: Mar 01 13:52:38 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said ":" to all
CHAT: Mar 01 13:53:06 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "while landing it went out" to all
CHAT: Mar 01 13:54:30 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "$%^*!" to all
CHAT: Mar 01 13:55:17 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "they actually have a10s in our home state" to all
CHAT: Mar 01 13:55:30 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "fx 3" to all
CHAT: Mar 01 13:55:51 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "mostly b52s there" to all
CHAT: Mar 01 13:55:52 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "splash" to all
CHAT: Mar 01 13:56:21 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "tail spin got us here" to all
CHAT: Mar 01 13:56:28 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "air support?" to all
CHAT: Mar 01 13:56:43 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "hehe" to all
CHAT: Mar 01 13:56:46 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "I am taxiing now - where do you need assistance?" to all
CHAT: Mar 01 13:57:00 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "maykop" to all
CHAT: Mar 01 13:57:03 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "right now" to all
CHAT: Mar 01 13:57:05 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "im headed to KRas" to all
CHAT: Mar 01 13:57:14 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "nodinosoar land" to all
CHAT: Mar 01 13:58:07 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "roger" to all
CHAT: Mar 01 13:58:16 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "krasnodar" to all
CHAT: Mar 01 13:58:52 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "1 left" to all
CHAT: Mar 01 13:58:54 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "north" to all
CHAT: Mar 01 13:58:55 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "rgr" to all
CHAT: Mar 01 14:00:20 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "north crashed" to all
CHAT: Mar 01 14:05:09 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "case and darek" to all
CHAT: Mar 01 14:05:19 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "yes?" to all
CHAT: Mar 01 14:05:20 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "u take first krasna i think" to all
CHAT: Mar 01 14:05:21 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "yes sir?" to all
CHAT: Mar 01 14:05:41 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "Anapa inbound" to all
CHAT: Mar 01 14:06:00 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "tunguska and gepard and Roland south base" to all
CHAT: Mar 01 14:06:05 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "ill stay there for CAP, switching to cas whe u winchester" to all
CHAT: Mar 01 14:06:14 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "ok rger" to all
CHAT: Mar 01 14:06:40 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "tryging tungusla" to all
CHAT: Mar 01 14:07:16 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "high five!" to all
CHAT: Mar 01 14:07:18 {name  = "Cobra 101 | GreenDotSpeed", ucid = "c39f77d62f6c9e41049c09f8c227d2da", ip = "176.202.105.236:46527", id = 22} said "sochi traffic inbound rwy 06 20 miles" to all
CHAT: Mar 01 14:09:45 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "a10´s dont forget rolan" to all
CHAT: Mar 01 14:09:48 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "roland" to all
CHAT: Mar 01 14:10:06 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "ik it will be a pain" to all
CHAT: Mar 01 14:10:13 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "engaging su 33 north" to all
CHAT: Mar 01 14:10:28 {name  = "Thor 1-1 | Omen", ucid = "4dd1916c7aac05019ee1c219b441bcd9", ip = "194.166.165.84:58397", id = 16} said "how can you ripple the JSAWs" to all
CHAT: Mar 01 14:10:33 {name  = "Thor 1-1 | Omen", ucid = "4dd1916c7aac05019ee1c219b441bcd9", ip = "194.166.165.84:58397", id = 16} said "JSOWs" to all
CHAT: Mar 01 14:10:50 {name  = "Thor 1-1 | Omen", ucid = "4dd1916c7aac05019ee1c219b441bcd9", ip = "194.166.165.84:58397", id = 16} said "can you save the GPS coordinates" to all
CHAT: Mar 01 14:11:29 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "fx 3" to all
CHAT: Mar 01 14:11:42 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "rgrg" to all
CHAT: Mar 01 14:12:16 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "splash" to all
CHAT: Mar 01 14:12:24 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "good shot" to all
CHAT: Mar 01 14:12:31 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "area clear" to all
CHAT: Mar 01 14:13:10 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "/it lockes buildings too much lol" to all
CHAT: Mar 01 14:14:02 {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44153", id = 14} said "Green dot speed you are clear to go" to all
CHAT: Mar 01 14:14:05 {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44153", id = 14} said "we are holding short" to all
CHAT: Mar 01 14:15:15 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "osa down" to all
CHAT: Mar 01 14:15:21 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "nice" to all
CHAT: Mar 01 14:15:36 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "sa 19 and roland would be nice" to all
CHAT: Mar 01 14:15:37 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "cool" to all
CHAT: Mar 01 14:15:43 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "tunguska and roland left" to all
CHAT: Mar 01 14:15:56 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "gonna try to sneek one in" to all
CHAT: Mar 01 14:16:07 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "su27s coming in from east" to all
CHAT: Mar 01 14:16:19 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rgr" to all
CHAT: Mar 01 14:17:57 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "roland left\" to all
CHAT: Mar 01 14:18:21 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rgr nice" to all
CHAT: Mar 01 14:19:18 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "im down roland is too tho" to all
CHAT: Mar 01 14:20:01 {name  = "darekkarol", ucid = "bf2778b9d3213221a841fb2cad6f6c8e", ip = "5.173.138.55:49586", id = 25} said "oh well nvm'" to all
CHAT: Mar 01 14:20:10 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "bombs away" to all
TEAM HIT: Mar 01 14:21:27 {players = {1 = {name  = "viper964", ucid = "0813c3a0c4e216c7242b85e08b364a95", ip = "85.65.103.108:57255", id = 15}1 = {name = TANKER130_BLUE#001-01 with AIM-120C
TEAM HIT: Mar 01 14:21:32 {players = {1 = {name  = "viper964", ucid = "0813c3a0c4e216c7242b85e08b364a95", ip = "85.65.103.108:57255", id = 15}1 = {name = TANKER130_BLUE#001-01 with AIM-120C
CHAT: Mar 01 14:21:37 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "tailspin fly towards krasna" to all
CHAT: Mar 01 14:21:41 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "EFFF!" to all
CHAT: Mar 01 14:21:45 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "shit too late" to all
CHAT: Mar 01 14:21:49 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Glad you didn't shoot down the tanker I was on atleast." to all
TEAM KILL: Mar 01 14:21:54 {players = {1 = {name  = "viper964", ucid = "0813c3a0c4e216c7242b85e08b364a95", ip = "nil", id = 15}1 = {name = TANKER130_BLUE#001-01 with AIM-120C
CHAT: Mar 01 14:22:13 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "I cannot get a god damn lock on anything a2a today....Ugh." to all
CHAT: Mar 01 14:22:46 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "That was incredibly frustrating." to all
CHAT: Mar 01 14:23:07 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "no sidewinder" to all
CHAT: Mar 01 14:24:26 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "gj :)" to all
CHAT: Mar 01 14:24:48 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "1 amraam left" to all
CHAT: Mar 01 14:24:58 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "case hurry up" to all
CHAT: Mar 01 14:25:08 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "ok" to all
CHAT: Mar 01 14:25:37 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "I´ll be here soon" to all
CHAT: Mar 01 14:25:44 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "3 fox 3" to all
CHAT: Mar 01 14:26:54 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "quatre when u over krasna, im rtb" to all
CHAT: Mar 01 14:27:28 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "eta 5 min" to all
CHAT: Mar 01 14:27:32 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rgr" to all
CHAT: Mar 01 14:27:49 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "gepard" to all
CHAT: Mar 01 14:28:24 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "case get the gepards" to all
CHAT: Mar 01 14:28:36 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "frriendly mirage icoming with belougas" to all
CHAT: Mar 01 14:28:38 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "over kra" to all
CHAT: Mar 01 14:28:45 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rgr. rtb" to all
CHAT: Mar 01 14:29:09 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "gepard" to all
CHAT: Mar 01 14:29:45 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "engaging bandit" to all
CHAT: Mar 01 14:30:02 {name  = "Tadi", ucid = "94c288220dd6afc2707a03325ec9db6f", ip = "91.4.155.17:64872", id = 29} said "can you get a coldstart spawn outside of the training area" to all
CHAT: Mar 01 14:30:11 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "#thats the last targets" to all
CHAT: Mar 01 14:30:11 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "No" to all
CHAT: Mar 01 14:31:47 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:60544", id = 23} said "ouch" to all
CHAT: Mar 01 14:31:53 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "lol kamikaze" to all
CHAT: Mar 01 14:32:40 {name  = "Szczerba", ucid = "9e3a80a187f6e84bdae75a27e61dd75a", ip = "49.187.26.19:58290", id = 24} said "those are very angry fox2s" to all
CHAT: Mar 01 14:33:50 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "GG" to all
CHAT: Mar 01 14:33:52 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "gga" to all
CHAT: Mar 01 14:33:58 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "GGA" to all
TEAM HIT: Mar 01 14:34:05 {players = {1 = {name  = "AAT02", ucid = "512ddf6cda65380f8453de9a642f7fa5", ip = "134.41.5.245:56413", id = 3}1 = {name = CHAMPI 1-1 | quatre with AIM-9M
CHAT: Mar 01 14:34:41 {name  = "DragonGuy", ucid = "3823bf1da2ef57a0be4578a4c84aa709", ip = "87.116.162.142:44153", id = 14} said "Love the show MI-8" to all
TEAM HIT: Mar 01 14:35:07 {players = {1 = {name  = "AAT02", ucid = "512ddf6cda65380f8453de9a642f7fa5", ip = "134.41.5.245:56413", id = 3}1 = {name = Simple with AIM-9M
TEAM KILL: Mar 01 14:35:14 {players = {1 = {name  = "AAT02", ucid = "512ddf6cda65380f8453de9a642f7fa5", ip = "nil", id = 3}1 = {name = Simple with AIM-9M
TEAM KILL: Mar 01 14:35:54 {players = {1 = {name  = "AAT02", ucid = "512ddf6cda65380f8453de9a642f7fa5", ip = "nil", id = 3}1 = {name = CHAMPI 1-1 | quatre with AIM-9M
CHAT: Mar 01 14:38:36 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "tailspin" to all
CHAT: Mar 01 14:38:39 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "whats first?" to all
CHAT: Mar 01 14:38:55 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "Yo - Just looking at the map now..." to all
CHAT: Mar 01 14:39:06 {name  = "jaagi", ucid = "653bab462e0385864aa837c63f5ffbdc", ip = "84.250.20.28:12283", id = 2} said "sead to sochi" to all
CHAT: Mar 01 14:39:28 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "I'm at Maykop." to all
CHAT: Mar 01 14:39:34 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "Kras-Center?" to all
CHAT: Mar 01 14:39:40 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "sure u lead" to all
CHAT: Mar 01 14:39:51 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "got 2 harms, 2 mavs, 1 mk84 with" to all
CHAT: Mar 01 14:40:00 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "u lead" to all
CHAT: Mar 01 14:40:50 {name  = "Tadi", ucid = "94c288220dd6afc2707a03325ec9db6f", ip = "91.4.155.17:64895", id = 29} said "is there any purporse of destroying convoys" to all
CHAT: Mar 01 14:41:06 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "no" to all
CHAT: Mar 01 14:41:12 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Depends some will attack airfields" to all
CHAT: Mar 01 14:41:15 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "just for fun" to all
CHAT: Mar 01 14:41:15 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "some are just there at the start" to all
CHAT: Mar 01 14:41:30 {name  = "Tadi", ucid = "94c288220dd6afc2707a03325ec9db6f", ip = "91.4.155.17:64895", id = 29} said "oh okay thank you" to all
CHAT: Mar 01 14:42:40 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "lets ride" to all
CHAT: Mar 01 14:43:48 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "maz" to all
CHAT: Mar 01 14:43:53 {name  = "Norman", ucid = "716d9c97538c4f62f98552fe7da15937", ip = "139.28.119.14:59513", id = 4} said "i am on your six" to all
CHAT: Mar 01 14:44:44 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "rgr" to all
CHAT: Mar 01 14:44:54 {name  = "-CaseAir=", ucid = "39c2ca48941b2088e47e37cc506bfa73", ip = "24.255.86.211:49882", id = 20} said "chopper lol" to all
CHAT: Mar 01 14:45:25 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "over or under cloud cover?" to all
CHAT: Mar 01 14:45:29 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "91.15.63.179:50841", id = 17} said "under" to all
CHAT: Mar 01 14:46:12 {name  = "Tailspin", ucid = "cee7099d38104e19e5579a25bc81bbf9", ip = "75.128.244.137:56653", id = 10} said "norman, you can go in front of me" to all
CHAT: Mar 01 14:47:15 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:52657", id = 11} said "Finn 1-1 Ive got a pre plan on that target if you want to go hit the airfield" to all
