CHAT: Dec 05 16:25:51 {name  = "Horseman 1-2 | Maddog", ucid = "2fdb9ab14d803bedcd1bfc73460d7db5", ip = "47.199.181.92:52807", id = 14} said "hornet you can go" to all
TEAM HIT: Dec 14 22:50:51 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:60135", id = 15}1 = {name = 10_WEST_CVN73 with F/A-18C Lot 20
CHAT: Dec 14 22:51:32 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "Are you on standby Liquidice+ :P" to all
CHAT: Dec 14 22:52:07 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "yes i am not beer in hand" to all
CHAT: Dec 14 22:52:22 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "Gonna need your services shortly :D" to all
CHAT: Dec 14 22:52:30 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "rgr" to all
CHAT: Dec 14 22:53:03 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said " do a bolter" to all
CHAT: Dec 14 22:53:07 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "and bail" to all
CHAT: Dec 14 22:54:33 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "man down" to all
CHAT: Dec 14 22:54:34 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "Halp" to all
CHAT: Dec 14 22:54:38 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "requst SAR" to all
CHAT: Dec 14 22:54:41 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "via f10" to all
CHAT: Dec 14 22:55:02 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "oh it disapeared. ill do a screwed up take off" to all
CHAT: Dec 14 22:55:09 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "ok" to all
CHAT: Dec 14 22:55:19 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "gotta stay with your man" to all
CHAT: Dec 14 22:55:50 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "todays inflight service has ... Vodka and JAws on TV" to all
CHAT: Dec 14 22:56:04 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "Oops got myself killed, ill try again :D" to all
CHAT: Dec 14 22:56:04 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "lol ill pick up body ?" to all
CHAT: Dec 14 22:57:17 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "oh its still flying up there" to all
CHAT: Dec 14 22:57:33 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "cant seem to request SAR in water" to all
CHAT: Dec 14 22:58:06 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said "use to" to all
CHAT: Dec 14 22:58:31 {name  = "Johnny", ucid = "681d5c9ca11da52171fa0d37e1537748", ip = "85.229.130.135:49169", id = 5} said "Well im off anyway :)  Good night" to all
CHAT: Dec 14 22:58:36 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:51592", id = 7} said " c ya" to all
CHAT: Dec 14 23:07:43 {name  = "MartynJ2914", ucid = "e697209aff24d38005bd843962df3b66", ip = "195.213.113.58:62824", id = 8} said "NOWT LIKE FLYING THIS SIM TO ORIGENAL ACE COMBAT 1 MUSIC" to all
CHAT: Dec 14 23:07:52 {name  = "MartynJ2914", ucid = "e697209aff24d38005bd843962df3b66", ip = "195.213.113.58:62824", id = 8} said "oops caps :P" to all
CHAT: Dec 14 23:08:18 {name  = "MartynJ2914", ucid = "e697209aff24d38005bd843962df3b66", ip = "195.213.113.58:62824", id = 8} said "especially in the f14" to all
CHAT: Dec 14 23:18:55 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "well so a aim 9 can travel as far as a aim-120c" to all
CHAT: Dec 14 23:19:01 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "what a joke" to all
CHAT: Dec 14 23:30:35 {name  = "Fastbreak |Marc", ucid = "d8e9aca0e01abb2aee7b3fc44a979534", ip = "178.202.78.23:57146", id = 11} said "bye for now & good flight :-)" to all
CHAT: Dec 14 23:30:42 {name  = "wolfhunter", ucid = "386899248944ba2a3db86c022c50eeee", ip = "90.243.198.182:56409", id = 30} said "night" to all
CHAT: Dec 14 23:33:42 {name  = "cevikburak1", ucid = "0e31ba8826d3a977cd851739d98f3de1", ip = "95.70.140.23:11096", id = 27} said "sorry f 18" to all
CHAT: Dec 14 23:40:20 {name  = "MartynJ2914", ucid = "e697209aff24d38005bd843962df3b66", ip = "195.213.113.58:62824", id = 8} said "lads watch m,issile may have gone pitbull" to all
TEAM HIT: Dec 15 00:07:23 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7}1 = {name = Viper 1-1 | someone with kamikaze
TEAM KILL: Dec 15 00:07:49 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "nil", id = 7}1 = {name = Viper 1-1 | someone with kamikaze
CHAT: Dec 15 00:10:26 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Geddon Bandits to your 3" to all
CHAT: Dec 15 00:10:58 {name  = "Geddon", ucid = "100ef59a32a89254328c848145904d5f", ip = "217.217.117.11:60448", id = 13} said "copy" to all
CHAT: Dec 15 00:17:09 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "wtf is the f15c" to all
CHAT: Dec 15 00:17:16 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "Yo Icarus" to all
CHAT: Dec 15 00:17:27 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Ayo chief" to all
CHAT: Dec 15 00:17:35 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "You on SRS?" to all
CHAT: Dec 15 00:17:48 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Nah I don't have it downloaded sadly" to all
CHAT: Dec 15 00:20:42 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "oh okay!" to all
CHAT: Dec 15 00:20:49 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "All good haha" to all
CHAT: Dec 15 00:21:42 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im flying 16s" to all
CHAT: Dec 15 00:21:47 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "you doing carrier ops?" to all
CHAT: Dec 15 00:21:56 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "I was yeah ahah" to all
CHAT: Dec 15 00:22:05 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Want me to join up in a viper though?" to all
CHAT: Dec 15 00:22:25 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "Sure we got plenty of targets at kobuleti" to all
CHAT: Dec 15 00:24:33 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Arming up" to all
CHAT: Dec 15 00:25:00 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "Same im on the Cauc Voice channel on Discord" to all
CHAT: Dec 15 00:25:07 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "if you want to team up on there" to all
CHAT: Dec 15 00:25:34 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Hahah I forgot how small the Viper's screens were" to all
CHAT: Dec 15 00:25:55 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Yeah Ill join after this sortie" to all
CHAT: Dec 15 00:26:18 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "ok ill meet you at the end of the runway" to all
CHAT: Dec 15 00:26:43 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "i got a heavvvy bird" to all
CHAT: Dec 15 00:28:50 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "On your lead" to all
CHAT: Dec 15 00:30:32 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "i guess something i hit finally blew up lmao" to all
CHAT: Dec 15 00:35:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Why is it so hard to CCIP the CBU-97s" to all
CHAT: Dec 15 00:36:25 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "iTS NOT too bad for me" to all
TEAM HIT: Dec 15 00:37:25 {players = {1 = {name  = "Juanra", ucid = "6f1f02a89555ed8cb8ad5b76024c5acb", ip = "146.168.165.41:58418", id = 2}1 = {name = Pligrim with F-16CM bl.50
TEAM KILL: Dec 15 00:37:33 {players = {1 = {name  = "Juanra", ucid = "6f1f02a89555ed8cb8ad5b76024c5acb", ip = "nil", id = 2}1 = {name = Pligrim with F-16CM bl.50
CHAT: Dec 15 00:38:11 {name  = "Juanra", ucid = "6f1f02a89555ed8cb8ad5b76024c5acb", ip = "146.168.165.41:58418", id = 2} said "sorry" to all
CHAT: Dec 15 00:38:11 {name  = "Juanra", ucid = "6f1f02a89555ed8cb8ad5b76024c5acb", ip = "146.168.165.41:58418", id = 2} said ":)" to all
CHAT: Dec 15 00:38:11 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "well arnt you a cunt :D" to all
CHAT: Dec 15 00:38:11 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "why does it say i killed a team mate?" to all
CHAT: Dec 15 00:38:39 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Viper or Hornet?" to all
CHAT: Dec 15 00:39:55 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "Yo yo" to all
CHAT: Dec 15 00:40:06 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Viper or Hornet?" to all
CHAT: Dec 15 00:40:44 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im in a 16 right now" to all
CHAT: Dec 15 00:40:49 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im down for 18 though" to all
CHAT: Dec 15 00:41:01 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "I prefer the 18 tbh" to all
CHAT: Dec 15 00:41:06 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "thats cool" to all
CHAT: Dec 15 00:41:27 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im in Anapa" to all
CHAT: Dec 15 00:41:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "I'm on the West Carrier" to all
CHAT: Dec 15 00:41:49 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "ill go there" to all
CHAT: Dec 15 00:41:54 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "whats it called?" to all
CHAT: Dec 15 00:42:09 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "CVN North" to all
CHAT: Dec 15 00:42:14 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "It's down in the list" to all
CHAT: Dec 15 00:43:07 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "You on discord yet?" to all
CHAT: Dec 15 00:43:11 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im on the carrier" to all
CHAT: Dec 15 00:45:03 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "rgr" to all
CHAT: Dec 15 00:50:41 {name  = "[RODO][TS's] Gluttony", ucid = "99b1dc3b9766de1a9a1e85771d6f05dd", ip = "70.81.181.203:62854", id = 4} said "yeah... try not to take off on the taxiway bud, theres a RW for a reason" to all
CHAT: Dec 15 00:50:58 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Press U lol" to all
CHAT: Dec 15 00:52:03 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "fuck" to all
CHAT: Dec 15 00:52:17 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Gotta do a U-turn" to all
CHAT: Dec 15 00:52:27 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "gotta get my NWS to High" to all
CHAT: Dec 15 00:52:41 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "You gotta pull up the launch bar" to all
CHAT: Dec 15 00:52:59 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Hold NWS for hi" to all
CHAT: Dec 15 00:53:54 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "We are attacking Novo" to all
CHAT: Dec 15 00:55:06 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Hit U" to all
CHAT: Dec 15 00:55:26 {name  = "waudster", ucid = "ad579d6ae9d28bdf7418a0b94d84c552", ip = "147.194.192.9:52594", id = 9} said "to anapa 22" to all
CHAT: Dec 15 00:55:39 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Launching" to all
CHAT: Dec 15 00:55:49 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "roger" to all
TEAM HIT: Dec 15 00:57:53 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7}1 = {name = New Static Object #013 with kamikaze
TEAM HIT: Dec 15 00:57:53 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7}1 = {name = New Static Object #011 with kamikaze
TEAM HIT: Dec 15 00:57:54 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7}1 = {name = New Static Object #012 with kamikaze
TEAM HIT: Dec 15 00:57:54 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7}1 = {name = New Static Object #091 with kamikaze
TEAM KILL: Dec 15 00:57:54 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "nil", id = 7}1 = {name = New Static Object #091 with kamikaze
TEAM KILL: Dec 15 00:57:55 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "nil", id = 7}1 = {name = New Static Object #012 with kamikaze
CHAT: Dec 15 00:57:55 {name  = "ZeroG", ucid = "0e58adddefb8e556cfe37ad0f989d604", ip = "207.195.66.18:49999", id = 2} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "[RODO][TS's] Gluttony", ucid = "99b1dc3b9766de1a9a1e85771d6f05dd", ip = "70.81.181.203:62854", id = 4} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:48308", id = 5} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Viper 1-1 | someone", ucid = "8bc58dad23036a3ab8745d85ab0ac243", ip = "97.85.224.21:59062", id = 6} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "waudster", ucid = "ad579d6ae9d28bdf7418a0b94d84c552", ip = "147.194.192.9:52594", id = 9} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Apollo", ucid = "944765e36fd582e2dc914c8dfcfdd821", ip = "50.80.153.164:61127", id = 15} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "KutuLoncat", ucid = "a8999c7236ea228b519e9f28b500fc05", ip = "103.78.114.126:8125", id = 19} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "FLY", ucid = "337865efb8ef2b994289b5f875e849e2", ip = "173.206.244.100:54213", id = 20} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "TheLaw", ucid = "0c028e3eddda8818e75816452086c8b4", ip = "75.130.111.138:54901", id = 25} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:55 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
TEAM KILL: Dec 15 00:57:56 {players = {1 = {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "nil", id = 7}1 = {name = New Static Object #011 with kamikaze
CHAT: Dec 15 00:57:56 {name  = "ZeroG", ucid = "0e58adddefb8e556cfe37ad0f989d604", ip = "207.195.66.18:49999", id = 2} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "[RODO][TS's] Gluttony", ucid = "99b1dc3b9766de1a9a1e85771d6f05dd", ip = "70.81.181.203:62854", id = 4} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:48308", id = 5} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Viper 1-1 | someone", ucid = "8bc58dad23036a3ab8745d85ab0ac243", ip = "97.85.224.21:59062", id = 6} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Dagger 1-2|MrTurtle_gamer", ucid = "4a567849afb08e7be2df1731322d7b28", ip = "47.233.50.152:59333", id = 7} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "waudster", ucid = "ad579d6ae9d28bdf7418a0b94d84c552", ip = "147.194.192.9:52594", id = 9} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Apollo", ucid = "944765e36fd582e2dc914c8dfcfdd821", ip = "50.80.153.164:61127", id = 15} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "KutuLoncat", ucid = "a8999c7236ea228b519e9f28b500fc05", ip = "103.78.114.126:8125", id = 19} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "FLY", ucid = "337865efb8ef2b994289b5f875e849e2", ip = "173.206.244.100:54213", id = 20} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "TheLaw", ucid = "0c028e3eddda8818e75816452086c8b4", ip = "75.130.111.138:54901", id = 25} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:57:56 {name  = "Pligrim", ucid = "5b2d3171172aafe7210800710bc4c4eb", ip = "109.148.241.188:59207", id = 26} said "SLMOD INFO: Player "Dagger 1-2|MrTurtle_gamer" is getting autokicked back to spectator" to all
CHAT: Dec 15 00:58:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Magnum" to all
CHAT: Dec 15 00:59:29 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Lol what" to all
CHAT: Dec 15 00:59:38 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "An AMRAAM just did a ground attack" to all
CHAT: Dec 15 00:59:56 {name  = "[RODO][TS's] Gluttony", ucid = "99b1dc3b9766de1a9a1e85771d6f05dd", ip = "70.81.181.203:62854", id = 4} said "you mean my LD-10" to all
CHAT: Dec 15 01:00:09 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "yeah haha" to all
CHAT: Dec 15 01:00:22 {name  = "[RODO][TS's] Gluttony", ucid = "99b1dc3b9766de1a9a1e85771d6f05dd", ip = "70.81.181.203:62854", id = 4} said "its an anti-radar wep" to all
CHAT: Dec 15 01:00:26 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "oooo" to all
CHAT: Dec 15 01:00:38 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "wow my clusters didnt work hahah" to all
CHAT: Dec 15 01:02:46 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "heading back home to rearm" to all
CHAT: Dec 15 01:02:50 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "rgr" to all
CHAT: Dec 15 01:02:56 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "I have 2 more JDAMs" to all
CHAT: Dec 15 01:05:01 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "good hits" to all
CHAT: Dec 15 01:05:02 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "rtb" to all
CHAT: Dec 15 01:05:43 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "im not good with carrier landings lol" to all
CHAT: Dec 15 01:05:46 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "time to practice!" to all
CHAT: Dec 15 01:05:50 {name  = "Icarus", ucid = "47f8b79274ead0a1407967af686b5d6b", ip = "68.197.43.56:51247", id = 8} said "Hahaha" to all
CHAT: Dec 15 01:06:08 {name  = "SundayPuncher", ucid = "de6459eb86e013ec1646a75927256720", ip = "73.110.14.3:64860", id = 3} said "which carrier is the right one!?!? lmao" to all
